date,returns,vol_current,vol_mean,vol_std,vol_shock_k2.0,vol_shock_k2.5,vol_shock_k3.0,vol_shock_k3.5
2021-09-06,0.008796313640280218,0.0079796666040844,0.008436370773184699,0.0017251940545014383,0,0,0,0
2021-09-07,-0.003334843544589572,0.007970373844480013,0.008236886176413853,0.0015140472171305043,0,0,0,0
2021-09-08,-0.00617780758625841,0.007867652370759303,0.008114888079060556,0.0014346315938386482,0,0,0,0
2021-09-09,0.007775886503550655,0.007747493973941163,0.007989073058933423,0.0013437140234271296,0,0,0,0
2021-09-10,0.000989598059494945,0.007841308239771139,0.007863087717181312,0.0012222511488555888,0,0,0,0
2021-09-13,-0.0028840936289775687,0.007860368399768208,0.007732952964955223,0.0010584370822633068,0,0,0,0
2021-09-14,-0.0012896684881059661,0.007923639395461,0.007604114807034196,0.000837637365133627,0,0,0,0
2021-09-15,0.004575651265208647,0.007931894499223444,0.007649931630259328,0.0008287640633230512,0,0,0,0
2021-09-16,2.972143584245579e-05,0.008099221709643785,0.007757767079015562,0.0007292447495504932,0,0,0,0
2021-09-17,0.005030203511483533,0.008009256281536065,0.007860190113134411,0.0005950891552575153,0,0,0,0
2021-09-20,-0.0015968772178850399,0.008079942525618307,0.007991981856812722,0.00017650799018807358,0,0,0,0
2021-09-21,-0.00787868017297566,0.005276299152531723,0.00787705904376678,0.0006294799828566464,0,0,0,0
2021-09-22,0.008090518270838398,0.003434289869867524,0.007636155830299161,0.0011690148863629326,0,0,0,0
2021-09-23,0.0015399650546390475,0.003340659194485983,0.007383811599235226,0.0014969877739327776,0,0,0,0
2021-09-24,-0.0011753747893195055,0.0033504706197311426,0.007143036724802887,0.0017331913879766857,0,0,0,0
2021-09-27,-0.01937580023239127,0.004692467909501905,0.006971862577270308,0.0017998217629278408,0,0,0,0
2021-09-28,0.010807628736820618,0.0047721461276397925,0.006807741443141846,0.0018449874329402754,0,0,0,0
2021-09-29,-7.466531273558896e-05,0.004693310740892412,0.006642612739386653,0.0018805007265776602,0,0,0,0
2021-09-30,0.002128120309734749,0.004703880608997698,0.006477611176732828,0.0018994516290225445,0,0,0,0
2021-10-01,-0.005342533120724746,0.004670529238142077,0.0063122435653038544,0.0019059217769955984,0,0,0,0
2021-10-04,0.0034834330918651624,0.0045903332993500025,0.0061427769000671345,0.001900533373081123,0,0,0,0
2021-10-05,0.011265061140391497,0.004805568122381382,0.005984536613962203,0.0018718936640776675,0,0,0,0
2021-10-06,0.006045931361331025,0.004804066353392913,0.005831357313093884,0.0018346638731439125,0,0,0,0
2021-10-07,0.002326059200774999,0.004797001010613392,0.005683832664927494,0.0017905730021137575,0,0,0,0
2021-10-08,0.004934150323208764,0.004712591139727231,0.005527396809925299,0.0017277312100844218,0,0,0,0
2021-10-11,0.015560233986289917,0.005237157682522728,0.005396236274063025,0.0016385723590402437,0,0,0,0
2021-10-12,0.0005092928003214148,0.005273955003806086,0.00526375205448028,0.0015267718428563044,0,0,0,0
2021-10-13,-0.002071981646113996,0.005328691071895674,0.005133591883113892,0.0013923855430420606,0,0,0,0
2021-10-14,-4.3106235317114105e-05,0.005327973533107361,0.00499502947428707,0.0012073207754979564,0,0,0,0
2021-10-15,0.0006106979918814037,0.00543743519005873,0.004866438419713203,0.000986068536891814,0,0,0,0
2021-10-18,0.002032024125798726,0.005422928950914302,0.004733587740978003,0.0006531050953290552,0,0,0,0
2021-10-19,-0.00014331472630468856,0.005501960816062079,0.004744870824154521,0.000664818708660484,0,0,0,0
2021-10-20,-0.0010965148029498106,0.005509290530415609,0.004848620857181925,0.0006091032258394143,0,0,0,0
2021-10-21,-0.006478691347395538,0.005478896092423728,0.004955532702078812,0.0005100992524290552,0,0,0,0
2021-10-22,0.0032279728763622284,0.005426892740042864,0.005059353808094399,0.0003534940820883495,0,0,0,0
2021-10-25,-0.00276410123520765,0.004230543274739745,0.00503625757635629,0.00039174751364957135,0,0,0,0
2021-10-26,0.004496896203262546,0.0039240215004436,0.004993851344996481,0.0004615308985845787,0,0,0,0
2021-10-27,0.02255628292002898,0.00565815227038252,0.005042093421470986,0.0004785740740398869,0,0,0,0
2021-10-28,0.010533934870908368,0.005756217748584561,0.005094710278450329,0.0004969297693578152,0,0,0,0
2021-10-29,0.004353238155506478,0.005759866405536403,0.005149177136820045,0.0005075749912463574,0,0,0,0
2021-11-01,-0.003669673952931163,0.005757049663033806,0.0052075129550042355,0.0005070116931496464,0,0,0,0
2021-11-02,0.009374761113852381,0.005667681882206217,0.0052506186429954775,0.0005076877443326034,0,0,0,0
2021-11-03,-0.005618054886193158,0.005664894880870511,0.005293660069369357,0.0005043158281222331,0,0,0,0
2021-11-04,0.002797202797202747,0.005653633124972693,0.0053364916750873225,0.0004962265021108453,0,0,0,0
2021-11-05,0.005640940663103944,0.005654463884898438,0.005383585312345883,0.00047826838541879297,0,0,0,0
2021-11-08,0.007593494037116066,0.005142044070639421,0.005378829631751718,0.00048026972202810323,0,0,0,0
2021-11-09,-0.004136088908876512,0.005046548115611944,0.00536745928734201,0.00048554623259645366,0,0,0,0
2021-11-10,0.002408484433800817,0.0050369577194206575,0.005352872619718259,0.0004911222717412715,0,0,0,0
2021-11-11,-0.0018225007167138596,0.004960320721050911,0.005334489979115438,0.0004989219551523837,0,0,0,0
2021-11-12,0.007535815639210908,0.004873770363839955,0.005306306737804498,0.000508626539394707,0,0,0,0
